Category,Message
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,U wan 2 haf lunch i'm in da canteen now.
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,Mm yes dear look how i am hugging you both. :-P
ham,How come she can get it? Should b quite diff to guess rite...
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
ham,Good morning pookie pie! Lol hope I didn't wake u up
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,"Almost there, see u in a sec"
ham,"That's fine, I'll bitch at you about it later then"
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,"Great. I'm in church now, will holla when i get out"
ham,Happy New Year Princess!
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,What about this one then.
ham,Yeah I don't see why not
ham,"Dear, will call Tmorrow.pls accomodate."
ham,I will be gentle princess! We will make sweet gentle love...
ham,Want to finally have lunch today?
ham,K.then any other special?
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,"Ok da, i already planned. I wil pick you."
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,Sorry about that this is my mates phone and i didnt write it love Kate
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,Enjoy urself tmr...
ham,Oops. 4 got that bit.
ham,O we cant see if we can join denis and mina? Or does denis want alone time
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg
ham,Lol yeah at this point I guess not
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,Happy new year to u too!
ham,5 nights...We nt staying at port step liao...Too ex
ham,Yes. I come to nyc for audiitions and am trying to relocate.
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,Delhi and chennai still silent.
ham,Shopping lor. Them raining mah hard 2 leave orchard.
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham,Still work going on:)it is very small house.
ham,Many more happy returns of the day. I wish you happy birthday.
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
ham,Onum ela pa. Normal than.
ham,No one interested. May be some business plan.
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,Well. Balls. Time to make calls
ham,Really good:)dhanush rocks once again:)
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,I'm reaching home in 5 min.
ham,Anything lor but toa payoh got place 2 walk meh...
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
ham,Ü bot notes oredi... Cos i juz rem i got...
ham,Okie...
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
ham,No current and food here. I am alone also
ham,"Haha figures, well I found the piece and priscilla's bowl"
spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Can u get pic msgs to your phone?
ham,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
ham,Ok then i will come to ur home after half an hour
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,I've reached home n i bathe liao... U can call me now...
ham,At 4. Let's go to bill millers
ham,No need lar i go engin? Cos my sis at arts today...
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,No. She's currently in scotland for that.
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Yes princess! I want to make you happy...
ham,I am not having her number sir
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,Are you coming to day for class.
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
ham,Can come my room but cannot come my house cos my house still messy... Haha...
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,Ya very nice. . .be ready on thursday
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,Come to my home for one last time i wont do anything. Trust me.
ham,Aiyah ok wat as long as got improve can already wat...
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
ham,Yeah get the unlimited
ham,Unlimited texts. Limited minutes.
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,Pls go there today  &lt;#&gt; . I dont want any excuses
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,I ask if u meeting da ge tmr nite...
ham,Siva is in hostel aha:-.
ham,U coming 2 pick me?
ham,We are both fine. Thanks
ham,S:)8 min to go for lunch:)
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,Thanks honey. Have a great day.
ham,What you doing?how are you?
ham,We're on the opposite side from where we dropped you off
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Loosu go to hospital. De dont let it careless.
ham,Nice.nice.how is it working?
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
ham,Carry on not disturbing both of you
ham,Still i have not checked it da. . .
ham,"Aight, see you in a bit"
ham,Webpage s not available!
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,New car and house for my parents.:)i have only new job in hand:)
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
